Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000304698.1,0,3,3,5,5,0,1,2
ENSG00000304699.1,0,0,0,0,0,0,0,0
ENSG00000304700.1,0,0,0,0,1,0,0,0
ENSG00000304701.1,0,0,0,0,0,0,0,0
ENSG00000304702.1,0,0,0,0,0,0,0,0
ENSG00000304703.1,0,0,0,0,0,0,1,0
ENSG00000304704.1,0,0,0,0,1,0,0,1
ENSG00000304705.1,0,0,0,0,0,0,0,1
ENSG00000304706.1,3,5,0,5,6,1,2,4
ENSG00000304707.1,0,0,0,0,0,0,0,0
ENSG00000304708.1,0,0,0,0,0,0,0,0
ENSG00000304709.1,0,0,0,0,0,0,3,0
ENSG00000304710.1,0,0,0,0,0,0,0,0
ENSG00000304711.1,0,0,1,1,0,0,0,0
ENSG00000304712.1,0,0,0,0,0,0,0,0
ENSG00000304713.1,0,0,0,0,0,0,0,0
ENSG00000304714.1,0,0,7,8,2,0,0,2
ENSG00000304715.1,0,0,0,0,0,0,0,0
ENSG00000304716.1,6,5,5,6,7,7,4,18
ENSG00000304717.1,6,18,16,14,3,0,2,6
ENSG00000304718.1,0,0,0,0,0,0,0,0
ENSG00000304719.1,1,0,0,0,0,0,0,0
ENSG00000304720.1,0,0,0,0,1,0,0,4
ENSG00000304721.1,0,0,0,1,0,0,0,0
ENSG00000304722.1,2,11,4,2,15,7,8,11
ENSG00000304723.1,0,0,0,0,0,0,0,0
ENSG00000304724.1,17,17,9,3,6,5,1,8
ENSG00000304725.1,0,0,0,0,0,0,0,0
ENSG00000304726.1,0,0,0,0,0,0,0,0
ENSG00000304727.1,0,0,0,0,0,0,0,0
ENSG00000304728.1,0,1,1,0,0,0,0,1
ENSG00000304729.1,0,0,0,0,0,0,0,0
ENSG00000304730.1,0,0,0,0,0,0,0,0
ENSG00000304731.1,6,3,3,1,0,0,0,0
ENSG00000304732.1,0,0,0,0,1,0,0,3
ENSG00000304733.1,39,22,67,66,18,6,7,23
ENSG00000304734.1,0,0,0,0,0,0,0,0
ENSG00000304735.1,0,0,0,0,0,0,0,0
ENSG00000304736.1,0,0,0,0,2,0,1,1
ENSG00000304737.1,0,0,0,0,0,0,0,0
ENSG00000304738.1,0,0,0,0,0,0,0,0
ENSG00000304739.1,0,0,0,0,0,0,0,0
ENSG00000304740.1,0,0,0,0,0,1,0,0
ENSG00000304741.1,0,0,0,0,0,0,0,0
ENSG00000304742.1,0,0,0,0,0,0,0,0
ENSG00000304743.1,1,0,2,7,8,5,7,14
ENSG00000304744.1,0,0,0,0,0,0,0,0
ENSG00000304745.1,31,48,64,69,18,8,7,25
ENSG00000304746.1,1,0,0,0,2,1,2,1
ENSG00000304747.1,0,0,0,0,0,0,0,0
ENSG00000304748.1,0,0,0,0,0,0,0,0
ENSG00000304749.1,0,0,0,0,0,0,0,0
ENSG00000304750.1,0,0,1,2,0,0,0,1
ENSG00000304751.1,0,0,0,0,0,0,0,0
ENSG00000304752.1,0,0,0,0,0,0,0,0
ENSG00000304753.1,0,0,2,1,0,0,0,0
ENSG00000304754.1,0,0,0,0,0,0,0,0
ENSG00000304755.1,0,0,0,0,0,0,0,0
ENSG00000304756.1,0,0,0,0,0,0,0,0
ENSG00000304757.1,1,0,0,1,0,0,1,0
ENSG00000304758.1,0,0,0,0,0,0,0,0
ENSG00000304759.1,0,0,0,1,0,0,0,1
ENSG00000304760.1,0,0,1,1,4,0,3,2
ENSG00000304761.1,0,0,1,0,0,0,1,2
ENSG00000304762.1,32,41,28,26,0,0,0,3
ENSG00000304763.1,0,0,0,0,7,3,1,5
ENSG00000304764.1,0,1,4,2,4,0,1,1
ENSG00000304765.1,0,0,0,0,1,0,0,0
ENSG00000304766.1,7,10,6,15,0,0,0,1
ENSG00000304767.1,0,0,0,0,0,0,1,0
ENSG00000304768.1,0,0,0,0,0,0,0,0
ENSG00000304769.1,0,2,0,0,0,1,2,5
ENSG00000304770.1,0,0,0,0,0,0,0,0
ENSG00000304771.1,0,0,0,0,0,0,0,2
ENSG00000304772.1,0,0,0,0,0,0,0,0
ENSG00000304773.1,0,0,0,0,0,0,0,0
ENSG00000304774.1,37,35,46,71,16,9,2,16
ENSG00000304775.1,0,0,0,0,0,0,0,0
ENSG00000304776.1,0,0,0,0,0,0,0,2
ENSG00000304777.1,0,0,0,0,0,0,0,0
ENSG00000304778.1,0,0,0,0,0,0,0,0
ENSG00000304779.1,0,0,0,0,2,0,1,0
ENSG00000304780.1,0,0,0,1,0,2,0,0
ENSG00000304781.1,1,1,0,0,0,0,0,0
ENSG00000304782.1,0,0,0,0,1,0,0,1
ENSG00000304783.1,11,11,18,12,15,4,12,23
ENSG00000304784.1,0,0,0,0,0,0,0,0
ENSG00000304785.1,0,0,0,0,0,0,0,0
ENSG00000304786.1,0,0,0,0,0,0,0,0
ENSG00000304787.1,0,0,0,1,0,0,0,0
ENSG00000304788.1,0,0,0,0,0,1,0,0
ENSG00000304789.1,0,0,0,0,0,0,0,0
ENSG00000304790.1,6,0,3,6,1,3,1,3
ENSG00000304791.1,0,0,0,0,0,0,0,0
ENSG00000304792.1,0,0,0,0,0,0,0,0
ENSG00000304793.1,0,0,0,0,0,0,0,0
ENSG00000304794.1,24,33,26,32,7,1,1,1
ENSG00000304795.1,0,0,0,0,0,0,0,1
ENSG00000304796.1,0,0,0,0,0,0,0,0
ENSG00000304797.1,0,0,0,0,0,0,0,0
ENSG00000304798.1,0,0,0,0,0,0,0,0
ENSG00000304799.1,0,1,0,0,0,0,0,0
ENSG00000304800.1,0,0,0,0,0,0,0,0
ENSG00000304801.1,0,0,0,0,2,1,3,1
ENSG00000304802.1,0,0,0,0,0,0,0,0
ENSG00000304803.1,0,0,0,0,0,0,0,1
ENSG00000304804.1,0,0,0,0,0,0,0,0
ENSG00000304805.1,0,1,6,2,4,1,0,1
ENSG00000304806.1,2,0,0,0,3,0,1,5
ENSG00000304807.1,1,1,2,0,3,1,0,2
ENSG00000304808.1,0,0,0,0,0,0,0,0
ENSG00000304809.1,0,0,0,0,0,0,0,0
ENSG00000304810.1,2,1,0,2,0,0,1,0
ENSG00000304811.1,0,0,0,0,0,0,0,0
ENSG00000304812.1,0,0,0,0,0,0,0,2
ENSG00000304813.1,0,0,0,0,0,0,0,0
ENSG00000304814.1,0,0,0,0,0,0,0,1
ENSG00000304815.1,0,0,0,0,0,0,0,1
ENSG00000304816.1,10,20,18,14,0,0,0,1
ENSG00000304817.1,0,0,0,0,0,0,0,0
ENSG00000304818.1,0,0,0,0,0,0,0,0
ENSG00000304819.1,0,0,0,0,1,0,0,0
ENSG00000304820.1,0,0,0,0,2,0,2,3
ENSG00000304821.1,0,0,0,0,0,0,0,1
ENSG00000304822.1,11,7,5,3,3,0,1,5
ENSG00000304823.1,1,1,0,0,2,0,0,0
ENSG00000304824.1,0,0,0,0,0,0,0,0
ENSG00000304825.1,0,0,0,0,0,0,0,0
ENSG00000304826.1,0,0,0,0,0,0,0,0
ENSG00000304827.1,1,6,0,2,0,0,0,1
ENSG00000304828.1,0,3,0,0,0,1,1,1
ENSG00000304829.1,0,0,0,0,0,0,0,0
ENSG00000304830.1,9,0,6,6,0,0,0,2
ENSG00000304831.1,0,0,0,0,0,0,0,0
ENSG00000304832.1,16,17,12,16,12,3,5,21
ENSG00000304833.1,0,0,0,0,0,0,0,0
ENSG00000304834.1,0,0,0,0,0,1,0,2
ENSG00000304835.1,0,0,1,0,0,0,0,0
ENSG00000304836.1,0,0,0,0,0,0,0,0
ENSG00000304837.1,0,0,0,0,0,0,0,0
ENSG00000304838.1,0,0,0,2,0,0,0,0
ENSG00000304839.1,0,0,0,0,0,0,0,0
ENSG00000304840.1,0,0,0,0,0,0,0,0
ENSG00000304841.1,59,51,89,88,2,0,7,5
ENSG00000304842.1,1,0,2,0,1,0,0,7
ENSG00000304843.1,0,0,0,0,0,0,0,0
ENSG00000304844.1,0,0,0,0,2,0,0,0
ENSG00000304845.1,8,1,7,5,0,0,0,0
ENSG00000304846.1,0,0,0,0,0,0,0,0
ENSG00000304847.1,0,0,1,0,0,0,0,0
ENSG00000304848.1,0,0,1,4,0,1,0,1
ENSG00000304849.1,2,2,7,6,0,0,1,0
ENSG00000304850.1,0,0,0,1,1,0,1,0
ENSG00000304851.1,0,0,0,0,0,0,0,0
ENSG00000304852.1,0,0,0,0,0,0,0,0
ENSG00000304853.1,0,0,0,0,0,0,0,0
ENSG00000304854.1,1,1,0,0,0,0,1,0
ENSG00000304855.1,0,0,0,0,0,0,0,0
ENSG00000304856.1,0,0,0,0,0,0,0,0
ENSG00000304857.1,0,7,0,0,0,0,0,0
ENSG00000304858.1,0,0,0,0,0,0,0,0
ENSG00000304859.1,0,0,0,0,2,0,0,0
ENSG00000304860.1,20,17,15,20,14,10,12,20
ENSG00000304861.1,3,6,3,0,1,0,3,9
ENSG00000304862.1,8,10,3,7,14,8,2,13
ENSG00000304863.1,5,10,2,7,0,0,0,0
ENSG00000304864.1,0,0,0,0,0,0,0,0
ENSG00000304865.1,0,0,0,0,5,0,4,7
ENSG00000304866.1,0,0,0,0,0,0,0,0
ENSG00000304867.1,0,0,1,0,0,0,0,0
ENSG00000304868.1,0,0,0,0,0,0,0,0
ENSG00000304869.1,0,0,0,0,0,0,0,0
ENSG00000304870.1,1,3,3,3,0,0,0,0
ENSG00000304871.1,0,0,1,0,0,0,0,0
ENSG00000304872.1,0,0,0,0,0,0,0,0
ENSG00000304873.1,0,0,0,0,0,0,0,0
ENSG00000304874.1,0,0,0,0,0,0,0,0
ENSG00000304875.1,4,4,1,2,1,3,1,3
ENSG00000304876.1,9,12,26,15,18,4,5,9
ENSG00000304877.1,0,0,0,0,0,0,0,0
ENSG00000304878.1,0,0,0,0,0,0,0,0
ENSG00000304879.1,0,0,0,0,0,0,0,0
ENSG00000304880.1,0,0,0,0,0,0,1,1
ENSG00000304881.1,0,0,0,0,27,9,2,7
ENSG00000304882.1,5,1,4,9,1,0,0,2
ENSG00000304883.1,0,1,0,0,0,0,0,0
ENSG00000304884.1,0,0,0,0,0,0,0,0
ENSG00000304885.1,0,1,1,0,0,2,0,0
ENSG00000304886.1,0,1,0,0,0,0,0,0
ENSG00000304887.1,0,0,0,0,0,0,0,0
ENSG00000304888.1,0,0,0,0,0,0,0,0
ENSG00000304889.1,0,0,0,1,0,0,0,0
ENSG00000304890.1,1,2,5,2,20,9,6,25
ENSG00000304891.1,0,0,0,0,1,0,0,0
ENSG00000304892.1,0,0,0,0,1,0,1,1
ENSG00000304893.1,0,0,0,0,0,1,0,0
ENSG00000304894.1,0,0,0,0,1,0,0,3
ENSG00000304895.1,0,0,0,0,0,0,0,0
ENSG00000304896.1,0,0,0,0,0,0,0,0
ENSG00000304897.1,0,1,0,0,1,0,0,0
ENSG00000304898.1,0,1,0,0,0,0,0,0
ENSG00000304899.1,6,5,26,18,0,0,0,0
ENSG00000304900.1,0,0,0,2,0,0,0,0
ENSG00000304901.1,0,0,0,0,0,0,0,0
ENSG00000304902.1,0,1,0,0,0,0,0,0
ENSG00000304903.1,0,0,0,0,0,0,0,0
ENSG00000304904.1,0,0,0,0,3,1,5,8
ENSG00000304905.1,0,0,0,0,0,0,0,0
ENSG00000304906.1,0,0,1,0,0,0,0,0
ENSG00000304907.1,4,0,4,1,0,1,1,4
ENSG00000304908.1,0,0,0,0,0,0,0,0
ENSG00000304909.1,3,7,6,3,23,4,3,8
ENSG00000304910.1,0,0,0,0,0,0,0,0
ENSG00000304911.1,0,0,0,0,0,1,0,1
ENSG00000304912.1,0,0,0,0,0,0,0,0
ENSG00000304913.1,0,0,0,0,0,0,0,0
ENSG00000304914.1,0,0,0,0,0,0,0,0
ENSG00000304915.1,0,0,0,0,0,0,0,0
ENSG00000304916.1,0,0,0,0,1,0,0,0
ENSG00000304917.1,0,0,0,0,0,0,0,0
ENSG00000304918.1,0,0,0,2,0,0,0,0
ENSG00000304919.1,0,0,0,0,0,0,0,0
ENSG00000304920.1,0,0,0,0,0,0,0,0
ENSG00000304921.1,0,0,1,0,0,0,0,0
ENSG00000304922.1,0,0,0,0,0,1,0,0
ENSG00000304923.1,0,0,0,0,0,0,0,0
ENSG00000304924.1,0,1,1,0,0,0,0,0
ENSG00000304925.1,0,0,0,0,0,0,1,3
ENSG00000304926.1,0,1,0,0,0,0,0,1
ENSG00000304927.1,0,0,0,0,3,0,3,2
ENSG00000304928.1,0,0,0,0,0,0,0,0
ENSG00000304929.1,0,0,0,0,0,0,0,0
ENSG00000304930.1,0,0,0,0,6,1,1,8
ENSG00000304931.1,1,0,0,0,0,0,0,0
ENSG00000304932.1,0,0,0,0,13,2,1,2
ENSG00000304933.1,0,0,1,2,1,1,0,0
ENSG00000304934.1,10,6,14,12,9,0,2,6
ENSG00000304935.1,0,0,0,1,0,0,0,0
ENSG00000304936.1,0,0,0,0,1,0,0,1
ENSG00000304937.1,0,0,0,0,0,0,0,0
ENSG00000304938.1,1,0,0,0,0,0,0,0
ENSG00000304939.1,0,0,0,0,0,0,0,0
ENSG00000304940.1,0,0,0,0,0,0,0,0
ENSG00000304941.1,4,5,5,5,1,0,1,0
ENSG00000304942.1,0,0,0,1,0,0,0,0
ENSG00000304943.1,0,0,0,0,0,0,0,0
ENSG00000304944.1,1,2,1,3,1,0,0,2
ENSG00000304945.1,12,21,22,41,18,2,5,12
ENSG00000304946.1,0,0,0,0,2,0,0,0
ENSG00000304947.1,0,0,0,0,0,0,0,0
ENSG00000304948.1,0,0,0,0,0,0,0,0
ENSG00000304949.1,0,0,0,0,0,0,0,0
ENSG00000304950.1,0,0,0,0,0,0,0,0
ENSG00000304951.1,0,0,0,1,1,1,1,6
ENSG00000304952.1,0,3,0,0,0,0,0,0
ENSG00000304953.1,0,0,0,0,0,0,0,0
ENSG00000304954.1,0,1,0,1,0,0,0,0
ENSG00000304955.1,21,32,66,76,2,0,0,2
ENSG00000304956.1,0,0,0,0,0,0,0,0
ENSG00000304957.1,0,0,0,0,0,0,0,0
ENSG00000304958.1,0,5,0,0,0,0,0,0
ENSG00000304959.1,4,3,7,10,6,1,1,6
ENSG00000304960.1,23,29,26,21,5,0,2,2
ENSG00000304961.1,163,152,209,176,33,12,10,27
ENSG00000304962.1,0,0,0,0,0,0,1,0
ENSG00000304963.1,0,0,0,0,0,0,0,0
ENSG00000304964.1,1,2,0,1,1,0,0,0
ENSG00000304965.1,1,0,2,4,11,5,3,6
ENSG00000304966.1,0,0,0,0,0,1,0,0
ENSG00000304967.1,0,3,0,0,1,2,1,1
ENSG00000304968.1,0,0,0,0,0,0,0,0
ENSG00000304969.1,0,0,0,0,1,1,1,1
ENSG00000304970.1,0,0,0,0,0,0,0,0
ENSG00000304971.1,0,0,0,0,0,0,0,0
ENSG00000304972.1,0,0,0,0,0,0,0,0
ENSG00000304973.1,0,0,0,0,0,0,1,1
ENSG00000304974.1,0,0,0,0,0,0,1,0
ENSG00000304975.1,58,43,78,72,7,2,1,3
ENSG00000304976.1,0,0,0,0,0,0,0,0
ENSG00000304977.1,4,5,3,6,12,2,5,13
ENSG00000304978.1,0,0,0,0,0,0,0,0
ENSG00000304979.1,0,0,1,0,0,0,0,0
ENSG00000304980.1,0,0,0,0,0,0,0,0
ENSG00000304981.1,0,0,0,0,0,0,0,0
ENSG00000304982.1,0,2,0,2,0,0,0,0
ENSG00000304983.1,0,0,0,0,3,0,0,0
ENSG00000304984.1,33,44,52,71,12,4,3,12
ENSG00000304985.1,0,0,0,0,0,0,0,0
ENSG00000304986.1,0,0,1,0,1,2,0,2
ENSG00000304987.1,0,0,0,0,0,0,0,0
ENSG00000304988.1,0,0,0,0,0,0,0,0
ENSG00000304989.1,0,0,0,0,0,0,0,0
ENSG00000304990.1,0,0,0,0,0,0,0,0
ENSG00000304991.1,3,1,4,1,0,0,0,0
ENSG00000304992.1,0,0,1,0,0,0,0,0
ENSG00000304993.1,1,0,0,5,5,1,1,4
ENSG00000304994.1,0,0,0,1,38,16,2,7
ENSG00000304995.1,0,0,0,0,0,0,0,1
ENSG00000304996.1,1,5,4,6,3,2,4,6
ENSG00000304997.1,0,0,0,0,0,2,0,2
ENSG00000304998.1,0,0,0,0,0,0,0,0
ENSG00000304999.1,0,0,0,0,0,0,0,0
ENSG00000305000.1,0,0,0,0,1,0,0,0
ENSG00000305001.1,0,0,0,0,0,0,0,0
ENSG00000305002.1,0,0,0,0,0,0,0,0
ENSG00000305003.1,0,0,0,0,0,0,0,0
ENSG00000305004.1,0,0,0,0,0,0,0,0
ENSG00000305005.1,0,0,0,0,0,0,0,0
ENSG00000305006.1,0,0,0,0,0,0,0,0
ENSG00000305007.1,0,0,0,0,0,0,0,0
ENSG00000305008.1,0,0,0,0,0,0,1,2
ENSG00000305009.1,0,3,6,4,6,2,0,3
ENSG00000305010.1,0,0,0,0,0,0,0,0
ENSG00000305011.1,47,54,57,56,1,1,0,2
ENSG00000305012.1,0,0,0,0,0,0,0,0
ENSG00000305013.1,0,0,0,1,32,4,3,6
ENSG00000305014.1,2,0,0,2,8,2,9,9
ENSG00000305015.1,0,0,0,0,0,0,0,0
ENSG00000305016.1,0,0,0,0,0,0,0,0
ENSG00000305017.1,0,0,0,0,0,0,0,0
ENSG00000305018.1,5,9,3,3,7,5,6,17
ENSG00000305019.1,0,0,0,0,0,0,0,0
ENSG00000305020.1,1,0,0,2,0,0,0,0
ENSG00000305021.1,1,1,3,3,0,0,0,0
ENSG00000305022.1,0,0,4,1,0,0,0,0
ENSG00000305023.1,0,1,0,0,0,0,0,0
ENSG00000305024.1,0,1,0,1,0,0,0,1
ENSG00000305025.1,24,24,69,68,17,7,5,11
ENSG00000305026.1,0,0,0,0,0,0,0,0
ENSG00000305027.1,0,0,0,0,0,0,0,0
ENSG00000305028.1,0,0,0,0,4,0,0,1
ENSG00000305029.1,0,0,0,0,0,0,0,0
ENSG00000305030.1,0,0,0,0,0,0,0,0
ENSG00000305031.1,0,0,0,0,1,0,0,0
ENSG00000305032.1,0,0,0,0,0,0,0,0
ENSG00000305033.1,0,0,0,0,0,0,0,0
ENSG00000305034.1,2,2,3,1,0,0,0,2
ENSG00000305035.1,0,2,0,0,6,1,2,6
ENSG00000305036.1,1,1,0,0,0,0,0,1
ENSG00000305037.1,1,0,2,0,0,0,0,2
ENSG00000305038.1,0,0,0,1,0,0,0,2
ENSG00000305039.1,0,0,0,0,0,0,0,0
ENSG00000305040.1,0,0,0,0,1,0,0,0
ENSG00000305041.1,0,0,0,0,1,0,0,0
ENSG00000305042.1,0,0,0,0,0,0,0,0
ENSG00000305043.1,0,0,0,0,0,0,0,0
ENSG00000305044.1,0,0,0,3,0,0,0,1
ENSG00000305045.1,0,0,0,0,0,0,0,0
ENSG00000305046.1,1,1,0,0,0,0,0,0
ENSG00000305047.1,98,117,106,105,3,0,1,3
ENSG00000305048.1,0,1,0,0,4,0,0,2
ENSG00000305049.1,6,11,4,13,8,2,5,8
ENSG00000305050.1,0,0,0,0,0,0,0,0
ENSG00000305051.1,0,0,1,0,1,0,1,1
ENSG00000305052.1,0,0,1,0,0,1,0,1
ENSG00000305053.1,0,0,0,0,0,0,0,1
ENSG00000305054.1,0,0,0,0,0,0,0,0
ENSG00000305055.1,11,21,6,10,0,0,0,0
ENSG00000305056.1,0,0,0,0,0,0,0,0
ENSG00000305057.1,1,0,0,0,1,0,1,3
ENSG00000305058.1,0,0,0,0,2,0,0,0
ENSG00000305059.1,17,19,27,40,2,3,1,2
ENSG00000305061.1,0,1,0,0,0,0,0,0
ENSG00000305062.1,0,0,0,0,0,0,0,0
ENSG00000305063.1,0,3,2,0,5,2,2,2
ENSG00000305064.1,0,0,0,0,0,0,0,0
ENSG00000305065.1,0,0,0,0,3,1,0,0
ENSG00000305066.1,0,2,0,0,0,0,0,0
ENSG00000305067.1,1,2,2,6,1,0,0,0
ENSG00000305068.1,0,0,0,0,0,0,0,0
ENSG00000305069.1,62,79,55,73,17,3,10,18
ENSG00000305070.1,0,4,2,3,1,0,0,3
ENSG00000305071.1,0,0,0,0,0,0,0,0
ENSG00000305072.1,0,0,0,0,0,0,0,0
ENSG00000305073.1,0,2,5,1,8,6,2,11
ENSG00000305074.1,50,67,64,91,0,0,0,0
ENSG00000305075.1,0,0,0,0,0,0,0,0
ENSG00000305076.1,0,0,0,1,0,0,0,0
ENSG00000305077.1,0,0,0,0,0,0,0,0
ENSG00000305078.1,0,0,0,0,0,0,0,0
ENSG00000305079.1,0,0,0,0,0,0,0,0
ENSG00000305080.1,0,0,1,2,0,0,0,0
ENSG00000305081.1,70,115,47,55,2,0,1,3
ENSG00000305082.1,1,2,0,1,1,0,1,2
ENSG00000305083.1,0,0,0,0,0,0,0,0
ENSG00000305084.1,0,0,0,0,0,0,0,0
ENSG00000305085.1,0,0,0,0,0,0,0,0
ENSG00000305086.1,0,0,0,0,0,0,0,0
ENSG00000305087.1,171,160,122,137,10,0,7,8
ENSG00000305088.1,1,0,1,1,0,0,0,0
ENSG00000305089.1,2,0,0,0,2,1,1,2
ENSG00000305090.1,0,0,0,0,36,8,6,33
ENSG00000305091.1,0,0,0,0,1,1,0,2
ENSG00000305092.1,0,0,0,0,0,0,0,0
ENSG00000305093.1,8,11,3,5,1,0,1,1
ENSG00000305094.1,1,1,1,3,0,0,1,1
ENSG00000305095.1,0,1,1,1,0,0,2,0
ENSG00000305096.1,0,0,0,0,0,0,1,2
ENSG00000305097.1,0,0,1,0,0,0,0,0
ENSG00000305098.1,0,0,0,0,4,2,5,4
ENSG00000305099.1,0,0,0,0,0,0,0,0
ENSG00000305100.1,0,0,0,0,0,0,0,0
ENSG00000305101.1,0,0,0,1,0,0,0,0
ENSG00000305102.1,0,0,0,1,1,1,0,2
ENSG00000305103.1,41,41,45,33,0,0,0,0
ENSG00000305104.1,0,0,0,0,0,0,1,1
ENSG00000305105.1,1945,2490,5615,6494,2,0,0,0
ENSG00000305106.1,13,6,8,16,0,0,2,1
ENSG00000305107.1,0,0,0,1,0,1,0,0
ENSG00000305108.1,3,1,4,7,2,0,3,13
ENSG00000305109.1,13,21,11,14,12,6,1,7
ENSG00000305110.1,0,0,0,0,0,0,0,0
ENSG00000305111.1,0,0,0,0,0,0,0,0
ENSG00000305112.1,0,0,0,0,16,4,6,16
ENSG00000305113.1,3,0,1,3,3,1,3,4
ENSG00000305114.1,1,0,1,0,0,0,0,0
ENSG00000305115.1,1,7,1,1,0,0,0,1
ENSG00000305116.1,0,0,0,1,0,0,0,0
ENSG00000305117.1,0,0,0,0,0,0,0,0
ENSG00000305118.1,0,0,0,0,0,0,0,0
ENSG00000305119.1,0,0,0,0,0,0,0,0
ENSG00000305120.1,0,0,0,0,1,1,0,0
ENSG00000305121.1,0,0,0,0,0,0,1,0
ENSG00000305122.1,0,0,0,2,2,0,0,0
ENSG00000305123.1,0,0,0,0,0,0,0,0
ENSG00000305124.1,0,0,0,0,0,0,0,0
ENSG00000305125.1,0,0,0,0,114,38,30,68
ENSG00000305126.1,3,0,1,2,1,1,0,1
ENSG00000305127.1,1,3,1,4,0,1,0,1
ENSG00000305128.1,0,0,0,0,0,0,1,2
ENSG00000305129.1,0,0,0,0,0,0,0,0
ENSG00000305130.1,0,0,0,0,0,0,0,0
ENSG00000305131.1,0,2,0,2,0,0,0,0
ENSG00000305132.1,0,0,0,0,0,0,0,0
ENSG00000305133.1,15,16,21,21,0,0,0,0
ENSG00000305134.1,0,4,0,4,1,0,0,4
ENSG00000305135.1,0,0,0,0,0,1,0,0
ENSG00000305136.1,0,0,0,0,0,0,0,0
ENSG00000305137.1,0,0,0,0,0,0,0,0
ENSG00000305138.1,0,0,0,0,0,0,0,0
ENSG00000305139.1,0,0,1,0,2,1,2,2
ENSG00000305140.1,0,0,0,0,0,0,0,0
ENSG00000305141.1,0,0,0,0,0,0,0,0
ENSG00000305142.1,0,0,0,0,0,0,0,0
ENSG00000305143.1,0,0,0,0,4,0,1,0
ENSG00000305144.1,2,1,5,2,0,1,0,0
ENSG00000305145.1,0,0,0,0,2,2,0,5
ENSG00000305146.1,6,1,3,2,2,0,0,4
ENSG00000305147.1,0,0,0,0,0,0,1,1
ENSG00000305148.2,0,0,0,0,0,0,0,0
ENSG00000305149.1,0,0,0,0,0,0,0,0
ENSG00000305150.1,0,3,4,1,0,0,0,0
ENSG00000305151.1,0,0,1,3,0,1,1,0
ENSG00000305152.1,0,0,0,0,0,0,1,0
ENSG00000305153.1,0,0,0,0,5,3,1,4
ENSG00000305154.1,0,1,0,1,62,26,23,43
ENSG00000305155.1,0,0,0,0,0,0,0,0
ENSG00000305156.1,10,19,38,45,12,4,6,13
ENSG00000305157.1,0,0,0,2,1,0,0,1
ENSG00000305158.1,0,0,0,0,0,0,1,0
ENSG00000305159.1,0,0,0,0,0,0,0,1
ENSG00000305160.1,0,0,0,0,0,0,0,0
ENSG00000305161.1,0,0,0,0,0,0,0,0
ENSG00000305162.1,0,0,0,0,0,0,0,0
ENSG00000305163.1,0,0,0,0,0,0,0,0
ENSG00000305164.1,0,0,0,0,0,0,0,0
ENSG00000305165.1,0,0,0,0,0,0,0,0
ENSG00000305166.1,0,0,0,0,2,0,0,1
ENSG00000305167.1,2,7,2,6,1,0,0,1
ENSG00000305168.1,0,2,2,0,7,3,2,3
ENSG00000305169.1,0,1,0,2,0,0,0,0
ENSG00000305170.1,0,0,0,0,0,0,0,0
ENSG00000305171.1,3,2,2,1,0,0,1,1
ENSG00000305172.1,0,0,0,0,0,0,0,0
ENSG00000305173.1,0,0,0,1,0,0,0,0
ENSG00000305174.1,0,0,0,0,0,0,0,0
ENSG00000305175.1,0,0,0,0,0,0,0,0
ENSG00000305176.1,0,0,0,0,0,0,0,0
ENSG00000305177.1,0,0,0,0,0,0,0,0
ENSG00000305178.1,8,10,7,3,0,0,0,0
ENSG00000305179.1,0,0,0,1,0,0,0,0
ENSG00000305180.1,0,0,0,0,0,0,0,0
ENSG00000305181.1,0,0,0,0,0,0,0,0
ENSG00000305182.1,1,0,0,0,0,0,0,0
ENSG00000305183.1,0,0,0,0,0,0,0,0
ENSG00000305184.1,0,1,0,0,0,0,0,1
ENSG00000305185.1,6,5,0,8,4,1,2,1
ENSG00000305186.1,2,3,5,2,11,3,7,4
ENSG00000305187.1,0,0,0,0,0,0,0,0
ENSG00000305188.1,0,0,0,0,0,0,0,0
ENSG00000305189.1,0,0,0,0,0,0,0,0
ENSG00000305190.1,6,8,4,1,7,1,3,4
ENSG00000305191.1,0,0,0,0,1,0,0,0
ENSG00000305192.1,0,0,0,0,0,0,3,3
ENSG00000305193.1,0,0,0,0,0,0,0,0
ENSG00000305194.1,7,14,2,7,33,9,19,28
ENSG00000305195.1,117,109,68,85,31,13,10,25
ENSG00000305196.1,0,0,0,0,0,0,0,0
ENSG00000305197.1,0,0,0,0,0,0,0,0
ENSG00000305198.1,0,0,0,0,0,0,0,0
ENSG00000305199.1,0,0,0,0,0,0,0,1
ENSG00000305200.1,2,5,6,10,10,3,1,7
ENSG00000305201.1,0,0,0,0,1,1,2,3
ENSG00000305202.1,0,0,0,0,0,0,0,0
ENSG00000305203.1,0,0,0,0,0,0,0,0
ENSG00000305204.1,0,0,0,0,0,0,0,0
ENSG00000305205.1,6,10,3,7,0,0,0,0
ENSG00000305206.1,0,0,0,1,2,0,0,0
ENSG00000305207.1,19,21,9,13,143,32,23,52
ENSG00000305208.1,1,4,3,12,3,2,2,8
ENSG00000305209.1,1,0,0,0,1,0,0,1
ENSG00000305210.1,0,0,0,0,0,0,0,0
ENSG00000305211.1,0,0,0,0,0,0,0,0
